                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.37532,                 3.1115,                0.87536,                0.30419,                0.79574,                0.38095,                0.32098,                 0.5236,                  2.111,                0.88668,             0.00047451,             0.00047451,             0.00047451
                      2,                0.40952,                 2.1347,                0.87984,                0.33845,                0.83533,                0.34806,                0.28207,                 0.6226,                 2.3043,                 0.9826,             0.00093907,             0.00093907,             0.00093907
                      3,                0.41921,                 1.6228,                  0.887,                0.32646,                0.93243,                0.36017,                  0.303,                0.54036,                 1.3215,                0.89503,              0.0013919,              0.0013919,              0.0013919
                      4,                0.41558,                 1.4415,                0.87668,                0.33258,                0.97707,                0.38087,                 0.3375,                0.45357,                  1.237,                0.86669,              0.0013759,              0.0013759,              0.0013759
                      5,                0.36997,                 1.3077,                0.85761,                0.32985,                 0.9626,                0.36072,                0.32022,                0.46619,                 1.2419,                 0.8607,              0.0013583,              0.0013583,              0.0013583
                      6,                0.33464,                 1.2411,                0.83946,                0.33391,                0.91749,                0.36828,                0.31735,                0.53522,                  1.301,                0.90293,              0.0013406,              0.0013406,              0.0013406
                      7,                0.30917,                 1.1918,                0.82742,                0.33224,                0.99704,                0.36874,                0.32343,                0.49977,                 1.1186,                0.90497,              0.0013229,              0.0013229,              0.0013229
                      8,                0.29204,                 1.1639,                0.81822,                0.31501,                0.78128,                0.35273,                0.28838,                0.69468,                 1.4519,                0.98726,              0.0013052,              0.0013052,              0.0013052
                      9,                0.29037,                 1.1459,                0.82368,                0.33871,                0.97076,                0.40649,                0.37855,                0.37495,                 1.0843,                0.81821,              0.0012875,              0.0012875,              0.0012875
                     10,                0.27379,                 1.1319,                0.81398,                0.33344,                 0.9948,                0.35511,                 0.3239,                0.39122,                 1.0773,                0.82781,              0.0012698,              0.0012698,              0.0012698
                     11,                0.26802,                 1.1221,                0.81145,                0.33324,                      1,                0.39016,                0.36892,                0.30297,                 1.0532,                0.79769,              0.0012522,              0.0012522,              0.0012522
                     12,                0.26235,                 1.1146,                0.81034,                 0.3414,                0.97866,                0.39274,                0.36772,                0.35703,                 1.0722,                0.81525,              0.0012345,              0.0012345,              0.0012345
                     13,                0.26595,                 1.1051,                0.80992,                0.34039,                0.98262,                0.39747,                0.37738,                0.30549,                 1.0705,                0.80205,              0.0012168,              0.0012168,              0.0012168
                     14,                0.24599,                 1.0907,                0.80528,                0.33542,                0.99848,                0.41927,                0.40126,                0.27054,                 1.0399,                0.79263,              0.0011991,              0.0011991,              0.0011991
                     15,                0.23552,                 1.0837,                0.80419,                0.33397,                      1,                 0.3902,                0.36786,                0.30581,                 1.0413,                0.79348,              0.0011814,              0.0011814,              0.0011814
                     16,                0.24423,                 1.0866,                0.80777,                0.33406,                      1,                0.39321,                0.37362,                0.29048,                 1.0447,                 0.7948,              0.0011637,              0.0011637,              0.0011637
                     17,                 0.2274,                 1.0778,                0.80034,                0.34328,                      1,                 0.3868,                0.36442,                0.29951,                 1.0431,                0.79206,              0.0011461,              0.0011461,              0.0011461
                     18,                0.22605,                 1.0698,                0.79598,                0.33401,                      1,                0.40445,                0.38721,                0.27558,                 1.0398,                0.78783,              0.0011284,              0.0011284,              0.0011284
                     19,                0.23164,                 1.0714,                 0.7946,                0.34264,                      1,                0.39641,                0.37571,                0.30083,                 1.0363,                0.79544,              0.0011107,              0.0011107,              0.0011107
                     20,                0.22295,                 1.0667,                0.79481,                0.34743,                      1,                0.39406,                0.37893,                 0.2634,                  1.028,                0.78826,               0.001093,               0.001093,               0.001093
                     21,                0.22274,                 1.0645,                0.79972,                0.33907,                      1,                0.38036,                0.36119,                 0.2979,                 1.0343,                0.80066,              0.0010753,              0.0010753,              0.0010753
                     22,                0.21823,                 1.0623,                0.79961,                0.35474,                0.97701,                 0.3935,                 0.3752,                 0.2767,                 1.0508,                0.79659,              0.0010576,              0.0010576,              0.0010576
                     23,                0.21873,                  1.066,                0.79403,                0.36496,                0.99963,                 0.3949,                 0.3759,                 0.2889,                 1.0285,                0.79062,                0.00104,                0.00104,                0.00104
                     24,                0.22134,                 1.0592,                0.79613,                0.34517,                0.99736,                0.39155,                0.37008,                0.31355,                 1.0571,                0.81224,              0.0010223,              0.0010223,              0.0010223
                     25,                0.21418,                 1.0511,                0.79107,                0.36486,                0.99727,                0.40049,                0.37949,                0.26862,                 1.0455,                0.80956,              0.0010046,              0.0010046,              0.0010046
                     26,                0.20277,                 1.0532,                 0.7928,                 0.3626,                0.97421,                0.39617,                0.38382,                0.23192,                 1.0216,                0.78132,              0.0009869,              0.0009869,              0.0009869
                     27,                0.20051,                 1.0505,                0.79112,                0.36405,                0.96412,                0.39177,                 0.3785,                0.23807,                 1.0217,                 0.7862,             0.00096922,             0.00096922,             0.00096922
                     28,                0.19879,                 1.0477,                0.79137,                0.36407,                0.99848,                0.39089,                0.37655,                0.23596,                 1.0128,                0.78201,             0.00095154,             0.00095154,             0.00095154
                     29,                 0.2005,                 1.0433,                0.79162,                0.36491,                0.98326,                0.38741,                0.36941,                0.24734,                 1.0216,                0.78791,             0.00093385,             0.00093385,             0.00093385
                     30,                0.19087,                 1.0432,                0.78629,                0.36205,                0.96956,                0.40182,                0.38879,                0.23882,                 1.0187,                0.77939,             0.00091617,             0.00091617,             0.00091617
                     31,                0.19242,                 1.0439,                0.78817,                0.36629,                0.98502,                0.40164,                0.38695,                0.24266,                 1.0151,                0.78302,             0.00089848,             0.00089848,             0.00089848
                     32,                0.19494,                 1.0433,                0.78948,                0.36385,                0.97918,                0.41134,                0.39342,                0.25117,                 1.0239,                0.78657,              0.0008808,              0.0008808,              0.0008808
                     33,                0.19306,                 1.0404,                0.78712,                0.36447,                0.98702,                0.39981,                0.38637,                0.24253,                 1.0084,                0.78381,             0.00086312,             0.00086312,             0.00086312
                     34,                0.19122,                 1.0352,                0.78774,                0.36492,                0.98935,                0.41297,                0.40102,                0.22581,                  1.007,                0.77945,             0.00084543,             0.00084543,             0.00084543
                     35,                 0.1886,                 1.0371,                0.78669,                0.37004,                0.99391,                0.39978,                 0.3834,                0.24185,                 1.0161,                0.78118,             0.00082775,             0.00082775,             0.00082775
                     36,                0.18994,                 1.0369,                0.78425,                0.36784,                0.99848,                0.38759,                0.37411,                0.24827,                 1.0181,                0.78537,             0.00081006,             0.00081006,             0.00081006
                     37,                0.18663,                 1.0349,                0.78459,                0.36316,                0.99391,                0.38895,                0.37395,                 0.2432,                 1.0107,                0.78299,             0.00079238,             0.00079238,             0.00079238
                     38,                0.18302,                 1.0335,                0.78314,                0.36541,                0.99087,                0.39782,                0.38715,                0.22483,                 1.0079,                 0.7815,              0.0007747,              0.0007747,              0.0007747
                     39,                0.18236,                 1.0355,                0.78867,                0.36939,                      1,                0.40382,                0.39308,                0.21665,                 1.0095,                0.78052,             0.00075701,             0.00075701,             0.00075701
                     40,                0.18218,                 1.0309,                0.78631,                0.34175,                      1,                0.39403,                0.37987,                0.23308,                 1.0127,                0.77963,             0.00073933,             0.00073933,             0.00073933
                     41,                0.17808,                 1.0273,                0.78255,                0.33848,                      1,                0.37794,                0.36651,                 0.2265,                 1.0115,                0.78361,             0.00072164,             0.00072164,             0.00072164
                     42,                 0.1744,                 1.0252,                0.78331,                 0.3672,                      1,                0.40371,                0.38811,                0.23801,                 1.0057,                0.78432,             0.00070396,             0.00070396,             0.00070396
                     43,                0.17983,                 1.0289,                0.78496,                0.36947,                0.98073,                0.40668,                 0.3942,                0.22398,                 1.0091,                0.78068,             0.00068628,             0.00068628,             0.00068628
                     44,                0.17358,                 1.0254,                0.78023,                0.33712,                0.99806,                0.41742,                0.40419,                0.22957,                 1.0163,                0.78138,             0.00066859,             0.00066859,             0.00066859
                     45,                0.17561,                 1.0214,                0.78407,                0.35422,                  0.983,                0.42399,                0.41087,                0.23076,                 1.0128,                0.78116,             0.00065091,             0.00065091,             0.00065091
                     46,                0.17059,                 1.0256,                0.78409,                0.36815,                      1,                0.40554,                0.39254,                 0.2226,                 1.0116,                 0.7793,             0.00063323,             0.00063323,             0.00063323
                     47,                0.17302,                 1.0222,                0.78275,                0.34026,                0.98174,                0.43103,                0.41641,                 0.2188,                 1.0072,                0.77902,             0.00061554,             0.00061554,             0.00061554
                     48,                 0.1718,                 1.0213,                0.78236,                0.36358,                 0.9772,                0.41846,                0.40526,                0.21139,                 1.0101,                0.77719,             0.00059786,             0.00059786,             0.00059786
                     49,                 0.1719,                 1.0222,                0.78495,                0.34129,                      1,                0.44266,                0.42534,                0.23459,                 1.0156,                0.78012,             0.00058017,             0.00058017,             0.00058017
                     50,                0.16503,                 1.0173,                0.77924,                0.36454,                0.98525,                0.46945,                0.44786,                0.23659,                 1.0145,                0.77999,             0.00056249,             0.00056249,             0.00056249
                     51,                0.16933,                 1.0187,                0.78189,                0.34168,                      1,                0.44891,                0.43036,                0.21715,                 1.0283,                0.77691,             0.00054481,             0.00054481,             0.00054481
                     52,                0.16762,                 1.0015,                0.77798,                 0.3997,                0.93111,                 0.5837,                0.55313,                0.23073,                0.96291,                0.78114,             0.00052712,             0.00052712,             0.00052712
                     53,                0.17479,                0.98701,                0.77903,                0.38895,                0.94883,                 0.6119,                0.58403,                0.21119,                0.96963,                 0.7781,             0.00050944,             0.00050944,             0.00050944
                     54,                0.17813,                0.93751,                0.78339,                0.40566,                0.96395,                 0.6449,                0.61749,                0.21283,                0.95502,                0.77681,             0.00049175,             0.00049175,             0.00049175
                     55,                0.17952,                 0.9345,                0.77963,                0.46931,                0.90542,                0.66274,                0.63476,                0.23324,                0.95617,                0.78513,             0.00047407,             0.00047407,             0.00047407
                     56,                0.18653,                0.85769,                0.78424,                0.57889,                0.95492,                0.76207,                0.73246,                0.23012,                0.74507,                0.78016,             0.00045639,             0.00045639,             0.00045639
                     57,                0.18181,                0.78312,                0.78604,                0.67842,                0.97901,                0.82025,                0.78133,                0.24332,                0.66909,                0.78183,              0.0004387,              0.0004387,              0.0004387
                     58,                0.18121,                 0.6959,                0.78411,                0.61025,                0.94324,                0.79979,                0.77231,                0.21778,                0.69298,                0.77949,             0.00042102,             0.00042102,             0.00042102
                     59,                0.18799,                0.66953,                0.78096,                0.65164,                0.95011,                0.81297,                 0.7844,                0.21844,                0.64992,                  0.778,             0.00040334,             0.00040334,             0.00040334
                     60,                 0.1836,                0.58734,                0.78736,                0.63895,                0.94171,                0.78706,                0.76248,                0.21962,                0.63321,                0.78019,             0.00038565,             0.00038565,             0.00038565
                     61,                 0.1788,                0.57424,                0.78475,                0.70879,                0.95178,                0.83549,                0.80973,                0.20371,                0.59199,                0.77658,             0.00036797,             0.00036797,             0.00036797
                     62,                0.17561,                0.50174,                0.78464,                0.67286,                0.91274,                0.77681,                0.75474,                0.21212,                0.67953,                0.77808,             0.00035028,             0.00035028,             0.00035028
                     63,                0.17826,                0.37082,                0.78237,                0.74772,                0.89818,                0.86171,                0.84041,                 0.2128,                0.63524,                0.78057,              0.0003326,              0.0003326,              0.0003326
                     64,                0.17637,                0.27987,                0.78108,                 0.7497,                0.89872,                0.90216,                0.88068,                0.21436,                0.64636,                0.77994,             0.00031492,             0.00031492,             0.00031492
                     65,                0.17573,                0.28277,                0.77367,                0.73089,                0.83849,                0.85281,                0.82661,                 0.2161,                0.74281,                0.77913,             0.00029723,             0.00029723,             0.00029723
                     66,                0.17004,                0.22582,                0.78184,                0.82196,                0.92271,                0.95125,                0.92885,                0.20391,                0.50787,                0.77855,             0.00027955,             0.00027955,             0.00027955
                     67,                0.16516,                0.20211,                0.77994,                 0.8984,                0.93079,                0.97287,                0.94989,                0.20551,                0.35286,                 0.7774,             0.00026186,             0.00026186,             0.00026186
                     68,                 0.1612,                0.19343,                0.77822,                0.95182,                0.97326,                 0.9853,                0.96382,                0.19967,                0.27381,                 0.7755,             0.00024418,             0.00024418,             0.00024418
                     69,                0.16193,                0.17927,                0.77976,                0.98313,                0.98996,                0.99403,                0.97289,                 0.1971,                0.20743,                0.77458,              0.0002265,              0.0002265,              0.0002265
                     70,                0.15874,                 0.1705,                0.77733,                0.95212,                0.98924,                 0.9921,                0.97032,                0.20402,                0.20775,                0.77586,             0.00020881,             0.00020881,             0.00020881
                     71,                0.15447,                0.15782,                0.77692,                0.96951,                 0.9884,                0.99182,                 0.9693,                0.20178,                0.22285,                0.77539,             0.00019113,             0.00019113,             0.00019113
                     72,                0.15253,                0.14388,                0.77623,                0.98679,                0.99724,                0.99471,                0.97322,                0.19647,                0.20641,                0.77453,             0.00017344,             0.00017344,             0.00017344
                     73,                0.14733,                0.13582,                0.77775,                0.97457,                0.98925,                0.99441,                0.97313,                 0.1946,                0.22044,                0.77453,             0.00015576,             0.00015576,             0.00015576
                     74,                0.14674,                 0.1355,                0.77906,                0.96872,                0.98686,                0.99406,                0.97398,                0.19198,                0.22707,                 0.7743,             0.00013808,             0.00013808,             0.00013808
                     75,                0.14474,                0.13155,                0.77398,                0.97431,                0.97359,                0.99401,                0.97073,                0.19574,                0.23238,                0.77414,             0.00012039,             0.00012039,             0.00012039
                     76,                0.14378,                0.12714,                0.77471,                0.97642,                0.97569,                0.99414,                0.97435,                0.19273,                 0.2338,                0.77424,             0.00010271,             0.00010271,             0.00010271
                     77,                0.14167,                0.12584,                0.77706,                0.97328,                0.98484,                0.99351,                0.97441,                0.19127,                0.22039,                 0.7741,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     78,                0.14022,                0.12224,                0.77369,                0.98274,                0.98498,                0.99379,                0.97572,                0.19178,                 0.1985,                  0.774,             6.7342e-05,             6.7342e-05,             6.7342e-05
                     79,                0.13715,                0.11803,                 0.7732,                0.98272,                0.98319,                0.99343,                0.97552,                 0.1888,                0.19638,                0.77344,             4.9658e-05,             4.9658e-05,             4.9658e-05
                     80,                0.13507,                 0.1187,                 0.7732,                0.97829,                0.98552,                 0.9935,                0.97554,                0.18998,                 0.2037,                0.77348,             3.1974e-05,             3.1974e-05,             3.1974e-05
